trade_date,weighted_dividend_rate,sh_close
2005-12-13,5.901856002172732,1117.846
2005-12-14,5.135003048780487,1125.387
2005-12-15,5.478624360902256,1123.555
2005-12-16,5.885417816404128,1127.508
2005-12-19,5.868767302862883,1131.751
2005-12-20,5.9095681764705885,1136.342
2005-12-21,5.7343440094899165,1130.759
2005-12-22,5.987627719465649,1135.238
2005-12-23,5.4160226183844005,1144.871
2005-12-26,5.716751276480174,1156.823
2005-12-27,5.686751405405405,1154.288
2005-12-28,5.556744009216589,1157.034
2005-12-29,5.587752130177516,1169.862
2005-12-30,5.425360770234988,1161.057
2006-01-04,4.477942517814727,1180.963
2006-01-05,5.439444854070661,1197.269
2006-01-06,7.353588762071993,1209.422
2006-01-09,5.321137429595494,1215.668
2006-01-10,4.7085507946210265,1220.618
2006-01-11,5.2088806703910615,1211.053
2006-01-12,5.061469104398516,1226.704
2006-01-13,5.241891397849463,1221.459
2006-01-16,5.172676685714285,1202.869
2006-01-17,5.201497721250663,1208.438
2006-01-18,5.026545098039216,1233.35
2006-01-19,5.166064464925755,1251.576
2006-01-20,5.049319358288769,1255.308
2006-01-23,5.116133998975935,1255.774
2006-01-24,4.206334522292994,1252.062
2006-01-25,4.907210519801979,1258.046
2006-02-06,6.476367363704258,1287.626
2006-02-07,5.026489790209791,1282.096
2006-02-08,6.544143390589992,1290.055
2006-02-09,5.125949277389278,1269.454
2006-02-10,7.62261605960265,1282.656
2006-02-13,4.851605524384981,1279.64
2006-02-14,4.856530718232045,1286.327
2006-02-15,4.901443529411765,1299.166
2006-02-16,5.11919882253995,1270.633
2006-02-17,5.1559342304457525,1267.408
2006-02-20,4.496449815270935,1267.542
2006-02-21,6.24106097165992,1288.419
2006-02-22,4.979443162020905,1284.226
2006-02-23,4.549244772727273,1288.847
2006-02-24,4.1965707710011495,1296.866
2006-02-27,4.968993767840152,1297.186
2006-02-28,4.473534569247547,1299.03
2006-03-01,6.520176374745416,1306.586
2006-03-02,4.852343474041727,1285.666
2006-03-03,5.074285542797495,1293.297
2006-03-06,6.440762057877814,1288.955
2006-03-07,5.139076448422045,1259.916
2006-03-08,5.063278716904277,1250.384
2006-03-09,6.688327670623146,1245.166
2006-03-10,5.2317667003027255,1245.653
2006-03-13,5.232597295774648,1259.674
2006-03-14,5.190844154488517,1259.044
2006-03-15,5.099588294651867,1274.812
2006-03-16,5.092598956158664,1274.19
2006-03-17,5.035522387320457,1269.462
2006-03-20,4.40164646017699,1288.418
2006-03-21,4.303996616541352,1290.395
2006-03-22,4.792896021348859,1296.706
2006-03-23,4.500787949836424,1302.457
2006-03-24,4.519194601962923,1294.704
2006-03-27,5.7945389046270055,1295.915
2006-03-28,4.875572202327664,1298.791
2006-03-29,5.045502467411547,1305.567
2006-03-30,4.861608350951374,1294.718
2006-03-31,4.522061541396414,1298.295
2006-04-03,4.708548829002245,1319.471
2006-04-04,4.507233905874271,1329.798
2006-04-05,5.122091618108471,1340.162
2006-04-06,6.131340765306122,1339.737
2006-04-07,4.102323915525114,1342.965
2006-04-10,4.54355637149028,1359.081
2006-04-11,3.2075632318501173,1362.229
2006-04-12,3.969708704771893,1360.132
2006-04-13,4.674195725734639,1332.33
2006-04-14,4.1758815399484535,1359.538
2006-04-17,3.373870413223141,1378.614
2006-04-18,4.160349939831528,1385.114
2006-04-19,3.942293251340272,1396.702
2006-04-20,3.262279675925925,1385.9
2006-04-21,3.155586540803897,1416.793
2006-04-24,4.044302905342081,1409.786
2006-04-25,4.06188302435478,1399.767
2006-04-26,3.4954225326991684,1417.477
2006-04-27,4.905294135338346,1416.732
2006-04-28,4.921626832680469,1440.223
2006-05-08,4.115459349210092,1497.104
2006-05-09,3.476057981964415,1531.161
2006-05-10,3.41673274671419,1545.687
2006-05-11,3.9821115183246074,1537.377
2006-05-12,4.639702260214429,1602.832
2006-05-15,2.961831124932396,1664.088
2006-05-16,2.7533857933115407,1613.251
2006-05-17,4.293674324594757,1625.146
2006-05-18,3.5629272756206234,1617.281
2006-05-19,3.681588052068806,1659.545
2006-05-22,3.614454958742022,1657.689
2006-05-23,3.660911602564103,1604.552
2006-05-24,4.363493710575138,1590.924
2006-05-25,4.850473913525499,1591.425
2006-05-26,5.320632830595207,1613.894
2006-05-29,4.783632787756404,1648.538
2006-05-30,4.663495514838129,1657.288
2006-05-31,4.453309372453136,1641.3
2006-06-01,4.3440996442098,1684.195
2006-06-02,4.535095578986311,1669.399
2006-06-05,4.790876714697406,1684.624
2006-06-06,4.455570569991618,1679.126
2006-06-07,5.127192068674953,1589.545
2006-06-08,4.993741025169944,1591.49
2006-06-09,4.59941249675015,1551.384
2006-06-12,4.39213895410886,1552.798
2006-06-13,4.29394218074449,1548.495
2006-06-14,3.9102856325301207,1531.327
2006-06-15,4.114545342045342,1533.98
2006-06-16,3.635291422794509,1574.467
2006-06-19,3.560097012087464,1586.286
2006-06-20,3.203099407793439,1592.332
2006-06-21,3.3507404227526423,1598.116
2006-06-22,2.8302451881683104,1596.066
2006-06-23,2.603368961737744,1605.711
2006-06-26,3.616388652623212,1633.449
2006-06-27,3.1885083237437675,1639.551
2006-06-28,3.1253612347451547,1639.286
2006-06-29,2.506796950534008,1671.618
2006-06-30,2.449574795346833,1672.211
2006-07-03,2.1151202667534155,1697.282
2006-07-04,2.442379424460432,1681.547
2006-07-05,2.5565855289672546,1718.555
2006-07-06,2.89038843277888,1741.47
2006-07-07,2.7248057820115203,1730.19
2006-07-10,2.330563376110563,1734.329
2006-07-11,2.393484511784512,1745.806
2006-07-12,2.969884124935468,1740.0
2006-07-13,2.737884314857583,1655.773
2006-07-14,3.1444994434550324,1665.208
2006-07-17,2.3195344674818363,1682.887
2006-07-18,2.352318627620863,1684.252
2006-07-19,2.358637676798073,1645.16
2006-07-20,3.157658667588751,1655.122
2006-07-21,2.898104730698341,1665.328
2006-07-24,2.153516060126582,1665.944
2006-07-25,2.590502906757267,1685.461
2006-07-26,2.6842472861842106,1686.654
2006-07-27,2.6905196551007684,1675.168
2006-07-28,1.9487947608747895,1662.031
2006-07-31,3.6449274678111583,1612.733
2006-08-01,3.493429808817792,1600.614
2006-08-02,3.7032108018386105,1600.872
2006-08-03,3.4562197278911566,1601.058
2006-08-04,3.68488287279064,1570.15
2006-08-07,3.0478480803731616,1547.436
2006-08-08,3.0523147511129096,1580.577
2006-08-09,2.9750415635646403,1578.566
2006-08-10,2.668857219023246,1606.065
2006-08-11,2.501020114503816,1605.926
2006-08-14,2.543580563654033,1570.738
2006-08-15,2.212176383951244,1595.657
2006-08-16,2.2581313838004853,1616.41
2006-08-17,2.3724264620858344,1603.332
2006-08-18,2.718632234697573,1598.018
2006-08-21,2.7241970194647203,1601.15
2006-08-22,2.518414904845674,1613.355
2006-08-23,2.269029017160687,1612.396
2006-08-24,2.975473856558106,1623.017
2006-08-25,2.6779770285903157,1623.034
2006-08-28,2.4540477287433675,1650.438
2006-08-29,2.5762357181689683,1651.024
2006-08-30,2.6634969950198366,1655.195
2006-08-31,2.4180279853479854,1658.638
2006-09-01,2.627322199226131,1636.691
2006-09-04,2.2592635626832207,1657.52
2006-09-05,2.5273880828098734,1664.078
2006-09-06,2.3190718119022318,1672.121
2006-09-07,2.347254644268776,1661.19
2006-09-08,2.468038788348011,1667.984
2006-09-11,2.551095057034221,1674.966
2006-09-12,2.940547097704603,1695.862
2006-09-13,2.85174918471931,1689.389
2006-09-14,2.4951840232181937,1689.692
2006-09-15,2.4113262286492723,1721.045
2006-09-18,2.082280527289547,1732.987
2006-09-19,2.578931613042539,1735.241
2006-09-20,1.9834608039318935,1732.453
2006-09-21,2.640250712025317,1740.901
2006-09-22,2.430151881773399,1725.361
2006-09-25,2.374010360483066,1722.366
2006-09-26,2.4285745331529096,1712.637
2006-09-27,2.2734918578086445,1725.039
2006-09-28,1.9654617011451792,1736.963
2006-09-29,2.5188098998168686,1752.424
2006-10-09,2.328219127351522,1785.385
2006-10-10,3.0956184419496164,1784.862
2006-10-11,2.7898342059937997,1790.104
2006-10-12,2.43737673399092,1778.181
2006-10-13,2.8289636067354693,1784.656
2006-10-16,2.117665642594859,1771.299
2006-10-17,2.6076069257118397,1763.901
2006-10-18,2.228977573747186,1787.185
2006-10-19,2.3447307471922985,1792.253
2006-10-20,2.271825209380235,1790.364
2006-10-23,2.427827292377702,1759.394
2006-10-24,2.357768651488616,1805.181
2006-10-25,2.095807653457654,1806.646
2006-10-26,1.7791238314075628,1810.646
2006-10-27,1.8962873106929783,1807.175
2006-10-30,1.6601331316187595,1809.656
2006-10-31,2.398059150043365,1837.993
2006-11-01,2.3963856027753683,1855.713
2006-11-02,2.7498907024793398,1851.314
2006-11-03,2.76355,1866.362
2006-11-06,2.4064454466608844,1886.307
2006-11-07,2.348740069384215,1889.53
2006-11-08,2.2464666335650447,1866.817
2006-11-09,2.229108540218471,1896.482
2006-11-10,2.302285203574975,1883.347
2006-11-13,2.5893308759757154,1863.765
2006-11-14,2.570869210754553,1888.239
2006-11-15,2.1507407854984897,1922.935
2006-11-16,2.5292209887250645,1941.547
2006-11-17,2.4258735472679964,1971.793
2006-11-20,2.2387667673716014,2017.279
2006-11-21,2.2911163052905463,2037.552
2006-11-22,2.28190988725065,2041.355
2006-11-23,2.2990715524718124,2062.363
2006-11-24,2.307054726799653,2050.812
2006-11-27,2.18942523850824,2047.277
2006-11-28,2.073560422960725,2038.721
2006-11-29,0.8571,2054.091
2006-11-30,1.8901199306759104,2099.289
2006-12-01,1.847246100519931,2102.049
2006-12-04,1.820969670710572,2161.648
2006-12-05,1.1619240437158471,2173.285
2006-12-06,2.055234545454545,2156.604
2006-12-07,1.9615527272727276,2156.75
2006-12-08,1.7874629116117855,2093.638
2006-12-11,1.7269143847487003,2180.496
2006-12-12,1.7259648180242635,2218.951
2006-12-13,1.7160797227036395,2223.455
2006-12-14,1.72450554592721,2249.11
2006-12-15,1.814810707070707,2273.908
2006-12-18,1.5804202772963607,2332.434
2006-12-19,1.7383971717171716,2364.177
2006-12-20,0.6939,2373.205
2006-12-21,1.132613661202186,2342.938
2006-12-22,1.6934793760831892,2343.668
2006-12-25,1.1427387978142078,2435.762
2006-12-26,1.1814338797814208,2479.732
2006-12-27,1.5207,2536.387
2006-12-28,1.6808604852686313,2567.594
2006-12-29,1.6097671981776762,2675.474
2007-01-04,1.6600769716088328,2715.719
2007-01-05,1.6318476785714282,2641.334
2007-01-08,1.6066876971608832,2707.199
2007-01-09,1.7593401328273244,2807.804
2007-01-10,1.4544111607142856,2825.576
2007-01-11,1.52926759410802,2770.11
2007-01-12,1.7130199240986717,2668.11
2007-01-15,1.308979271070615,2794.701
2007-01-16,1.4934687855787474,2821.017
2007-01-17,1.5504403225806451,2778.9
2007-01-18,1.4038446808510638,2756.983
2007-01-19,1.482055882352941,2832.207
2007-01-22,1.2696533551554832,2933.19
2007-01-23,1.2724715220949263,2949.144
2007-01-24,1.262414238952537,2975.129
2007-01-25,1.4582434535104365,2857.365
2007-01-26,1.4288806451612903,2882.558
2007-01-29,1.2827486344537815,2945.263
2007-01-30,1.2089355555555554,2930.562
2007-01-31,1.2659221729490022,2786.335
2007-02-01,1.4918696737044146,2785.432
2007-02-02,1.271039246119734,2673.212
2007-02-05,1.2416416851441243,2612.537
2007-02-06,1.520070537428023,2675.697
2007-02-07,1.3847075224856906,2716.175
2007-02-08,1.4772140301318266,2737.732
2007-02-09,1.3931192150449714,2730.386
2007-02-12,1.4662702448210925,2807.174
2007-02-13,1.340186463798531,2831.872
2007-02-14,1.433421724137931,2905.093
2007-02-15,1.3474613935969868,2993.008
2007-02-16,1.1327019292604503,2998.474
2007-02-26,1.1741747342600162,3040.599
2007-02-27,1.3045327064595251,2771.791
2007-02-28,1.1941852631578949,2881.073
2007-03-01,1.359727657873701,2797.19
2007-03-02,1.4651184284377925,2831.526
2007-03-05,1.3126401278976818,2785.306
2007-03-06,1.2559886490807357,2840.175
2007-03-07,1.287574053030303,2896.594
2007-03-08,0.475,2928.015
2007-03-09,1.226200959232614,2937.91
2007-03-12,1.382388119738073,2954.914
2007-03-13,1.2645912070343723,2964.794
2007-03-14,1.2787042366107115,2906.334
2007-03-15,1.2650967226219028,2951.698
2007-03-16,1.4898552631578947,2930.481
2007-03-19,1.256832533972822,3014.442
2007-03-20,1.2622535571542768,3032.195
2007-03-21,0.8107897014925375,3057.38
2007-03-22,1.043468544891641,3071.225
2007-03-23,1.0361458204334366,3074.286
2007-03-26,1.026921609907121,3122.811
2007-03-27,1.026982105263158,3138.826
2007-03-28,0.7489922105263158,3173.018
2007-03-29,1.0406264396284832,3197.537
2007-03-30,1.0434086268871317,3183.983
2007-04-02,1.1060310772163968,3252.595
2007-04-03,0.9290473058637084,3291.299
2007-04-04,1.205143561368209,3291.542
2007-04-05,1.20979681122449,3319.14
2007-04-06,1.684663837209302,3323.585
2007-04-09,1.5049011935208867,3398.95
2007-04-10,1.4023088291746642,3444.291
2007-04-11,1.0577903717826502,3495.224
2007-04-12,0.7191166309012876,3531.029
2007-04-13,0.9183036256736892,3518.267
2007-04-16,0.9517601713062098,3596.441
2007-04-17,0.9979372967951694,3611.87
2007-04-18,0.9437091545189504,3612.396
2007-04-19,0.888156898517674,3449.016
2007-04-20,0.8829059314954052,3584.204
2007-04-23,0.7146620744680849,3710.886
2007-04-24,0.7968349192863211,3720.532
2007-04-25,0.9059079388560158,3743.959
2007-04-26,0.935865195509098,3783.063
2007-04-27,0.88503100069979,3759.867
2007-04-30,1.0252268097373478,3841.272
2007-05-08,0.9624251725271116,3950.011
2007-05-09,1.0391776812852802,4013.085
2007-05-10,0.9745667854597292,4049.701
2007-05-11,0.663059754601227,4021.678
2007-05-14,0.9286664067013288,4046.392
2007-05-15,0.9673882512181916,3899.178
2007-05-16,1.0207387928419778,3986.043
2007-05-17,1.0117910515215427,4048.293
2007-05-18,0.9850413403416558,4030.258
2007-05-21,0.7979136735361466,4072.225
2007-05-22,1.0574449013614895,4110.379
2007-05-23,0.8708765695404027,4173.709
2007-05-24,1.1550385058912007,4151.133
2007-05-25,1.2232198265760486,4179.776
2007-05-28,1.0008067582725744,4272.111
2007-05-29,1.0057644746420773,4334.924
2007-05-30,1.126984300718629,4053.088
2007-05-31,0.695361016243232,4109.654
2007-06-01,0.6343337961015285,4000.742
2007-06-04,0.7388885924674071,3670.401
2007-06-05,0.7093369575816674,3767.101
2007-06-06,0.665286394557823,3776.317
2007-06-07,0.7402819678995115,3890.803
2007-06-08,0.6462256340802759,3913.135
2007-06-11,0.6137505112234104,3995.68
2007-06-12,0.793409918594687,4072.138
2007-06-13,0.6916430233967754,4176.48
2007-06-14,0.6229610217475229,4115.209
2007-06-15,0.6966187454677304,4132.869
2007-06-18,0.7753418552543131,4253.348
2007-06-19,0.7907771179640032,4269.524
2007-06-20,0.743911038075158,4181.323
2007-06-21,0.905973356476459,4230.823
2007-06-22,1.011233980875692,4091.445
2007-06-25,1.0533914109074851,3941.081
2007-06-26,0.9465246266104208,3973.371
2007-06-27,0.929473980456026,4078.599
2007-06-28,0.7710890501020179,3914.204
2007-06-29,0.7775145038167941,3820.703
2007-07-02,0.81730646958012,3836.294
2007-07-03,0.8635174249077817,3899.724
2007-07-04,0.8975938819474364,3816.165
2007-07-05,0.8063513206285524,3615.872
2007-07-06,1.157682100108814,3781.348
2007-07-09,0.855599089039083,3883.216
2007-07-10,0.7649544576627012,3853.021
2007-07-11,0.7360970321017566,3865.723
2007-07-12,0.775650221940393,3915.991
2007-07-13,0.9304330100125155,3914.395
2007-07-16,0.9652751378359752,3821.916
2007-07-17,1.2802773073263558,3896.191
2007-07-18,1.1806258379295718,3930.06
2007-07-19,1.2693412080057185,3912.941
2007-07-20,0.6702930455635492,4058.853
2007-07-23,1.086093580542265,4213.361
2007-07-24,1.0138632492113562,4210.329
2007-07-25,0.6335330508474577,4323.966
2007-07-26,0.8849219058466211,4346.458
2007-07-27,0.9487539804469274,4345.357
2007-07-30,0.9525824726134584,4440.769
2007-07-31,0.8599373893079697,4471.032
2007-08-01,0.9361777417612104,4300.563
2007-08-02,0.9835078291814944,4407.73
2007-08-03,0.9197506433823528,4560.774
2007-08-06,0.8395825282914712,4628.108
2007-08-07,0.8321940340909089,4651.225
2007-08-08,1.0475484203052892,4663.162
2007-08-09,0.889188160987074,4754.095
2007-08-10,0.6181581494661922,4749.369
2007-08-13,0.8521634467954616,4820.064
2007-08-14,0.8481591858407079,4872.785
2007-08-15,0.7897283786874001,4869.883
2007-08-16,0.770606316016383,4765.448
2007-08-17,1.0270777821470705,4656.574
2007-08-20,0.8290614025837069,4904.855
2007-08-21,0.9656274336283188,4955.207
2007-08-22,0.7194353510351036,4980.075
2007-08-23,0.7594365993449782,5032.494
2007-08-24,0.8334120065789474,5107.668
2007-08-27,0.7172084651014214,5150.118
2007-08-28,0.690406658861408,5194.689
2007-08-29,0.737755600055241,5109.427
2007-08-30,0.7684567928159076,5167.884
2007-08-31,0.681476129449838,5218.825
2007-09-03,0.7111139643237487,5321.055
2007-09-04,0.6972752388642174,5294.045
2007-09-05,0.7343583079654997,5310.716
2007-09-06,0.6613727459296758,5393.66
2007-09-07,0.7459531032601281,5277.176
2007-09-10,0.7102663001520646,5355.287
2007-09-11,0.7240000990712077,5113.968
2007-09-12,0.776004082497528,5172.627
2007-09-13,0.7339688609228783,5273.592
2007-09-14,0.6958519352482959,5312.182
2007-09-17,0.7175766062801933,5421.392
2007-09-18,0.7110144380733945,5425.208
2007-09-19,0.6951636914666034,5395.265
2007-09-20,0.6467611795391972,5470.065
2007-09-21,0.6195667313019391,5454.674
2007-09-24,0.756467360908826,5485.013
2007-09-25,0.6442240129128383,5425.88
2007-09-26,0.7256671598849156,5338.52
2007-09-27,0.7455771390374332,5409.403
2007-09-28,0.7104357468354432,5552.301
2007-10-08,0.6889059398202424,5692.755
2007-10-09,0.6628808450704226,5715.892
2007-10-10,0.7136463585805086,5771.464
2007-10-11,0.6844703384551495,5913.23
2007-10-12,0.6795778759960162,5903.264
2007-10-15,0.6887557125307124,6030.086
2007-10-16,0.7079480623658344,6092.057
2007-10-17,0.6270029984282433,6036.281
2007-10-18,0.6690903152124257,5825.282
2007-10-19,0.6713121714566445,5818.047
2007-10-22,0.8018928488852188,5667.332
2007-10-23,0.7095642106564471,5773.387
2007-10-24,0.7778492341760472,5843.109
2007-10-25,0.8107599954669086,5562.394
2007-10-26,0.7573362698412698,5589.631
2007-10-29,0.5775278648974669,5747.997
2007-10-30,0.4294607822410148,5897.193
2007-10-31,1.4910376923076922,5954.765
2007-11-01,1.6057590493601464,5914.285
2007-11-02,1.6225753846153848,5777.809
2007-11-05,1.5573338461538464,5634.452
2007-11-06,1.6234018281535647,5536.569
2007-11-07,1.652317550274223,5601.783
2007-11-08,2.604692307692308,5330.023
2007-11-09,1.7908067641681902,5315.54
2007-11-12,1.8511473491773307,5187.735
2007-11-13,2.811,5158.118
2007-11-14,1.844589424460432,5412.694
2007-11-15,1.7776823076923076,5365.267
2007-11-16,1.7417123076923078,5316.274
2007-11-19,1.8114757456828887,5269.817
2007-11-20,1.7606705755395682,5293.703
2007-11-21,1.8009776978417265,5214.225
2007-11-22,1.7438976452119312,4984.161
2007-11-23,1.710096624803768,5032.13
2007-11-26,1.7591726844583988,4958.849
2007-11-27,1.8607258620689653,4861.111
2007-11-28,1.9121340036563077,4803.394
2007-11-29,1.7906981161695452,5003.333
2007-11-30,2.0720795100222715,4871.778
2007-12-03,1.918,4868.611
2007-12-04,1.9422048997772827,4915.889
2007-12-05,1.722115595611285,5042.654
2007-12-06,1.797577752293578,5035.073
2007-12-07,1.742976288659794,5091.756
2007-12-10,1.6593813479623825,5161.919
2007-12-11,2.5369902255639096,5175.076
2007-12-12,1.7633099804305283,5095.543
2007-12-13,1.8117755381604692,4958.043
2007-12-14,1.789439726027397,5007.911
2007-12-17,1.777978605015674,4876.761
2007-12-18,1.7676654867256636,4836.174
2007-12-19,1.6649584,4941.784
2007-12-20,1.7614654788418709,5043.535
2007-12-21,1.641342946708464,5101.779
2007-12-24,1.5694401574803152,5234.262
2007-12-25,1.5546210436270318,5201.181
2007-12-26,1.709075501113586,5233.351
2007-12-27,1.5120748031496063,5308.889
2007-12-28,1.588252027543994,5261.563
2008-01-02,1.6102422904191618,5272.814
2008-01-03,1.6519236458333335,5319.861
2008-01-04,1.5786653696498054,5361.574
2008-01-07,1.5752291828793774,5393.343
2008-01-08,1.5624493263473056,5386.531
2008-01-09,1.5538928015564202,5435.807
2008-01-10,1.5218440868263474,5456.541
2008-01-11,1.5333750573833207,5484.677
2008-01-14,1.5018359922178988,5497.901
2008-01-15,1.4688236348818255,5443.791
2008-01-16,1.6066485778443114,5290.606
2008-01-17,1.7036088323353291,5151.626
2008-01-18,1.7929184488836662,5180.514
2008-01-21,1.8155390971690897,4914.435
2008-01-22,2.1028119791666664,4559.751
2008-01-23,1.9970303125,4703.047
2008-01-24,2.2535,4717.734
2008-01-25,1.9697,4761.688
2008-01-28,2.075995284431138,4419.294
2008-01-29,1.8847478599221792,4457.944
2008-01-30,2.0546736801836265,4417.849
2008-01-31,1.9985726053639843,4383.393
2008-02-01,2.032665134099617,4320.767
2008-02-04,1.849404501915709,4672.17
2008-02-05,1.807467,4599.696
2008-02-13,1.7165728232189974,4490.721
2008-02-14,1.8147183908045976,4552.316
2008-02-15,1.6628,4497.127
2008-02-18,1.6295,4568.151
2008-02-19,1.743262643678161,4664.295
2008-02-20,1.87021904090268,4567.026
2008-02-21,1.7915727969348658,4527.177
2008-02-22,1.9596545839210155,4370.285
2008-02-25,1.980023695345557,4192.533
2008-02-27,1.9463,4334.047
2008-02-28,1.8197,4299.513
