,date,f41,f42,f43,f44,f45,f47,f48,f49,f411,clqn_prc
832,2019-04-19,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3270.7973
833,2019-04-26,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,3086.3989
834,2019-05-03,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
835,2019-05-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2939.2106
836,2019-05-17,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2882.2962
837,2019-05-24,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2852.9948
838,2019-05-31,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2898.6961
839,2019-06-07,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,
840,2019-06-14,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2881.9743
841,2019-06-21,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3001.9802
842,2019-06-28,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2978.8784
843,2019-07-05,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3011.0588
844,2019-07-12,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2930.5462
845,2019-07-19,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2924.2006
846,2019-07-26,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2944.541
847,2019-08-02,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2867.8376
848,2019-08-09,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2774.7532
849,2019-08-16,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2823.8238
850,2019-08-23,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2897.4253
851,2019-08-30,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2886.2365
852,2019-09-06,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2999.6013
853,2019-09-13,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
854,2019-09-20,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3006.4467
855,2019-09-27,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2932.167
856,2019-10-04,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
857,2019-10-11,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2973.6558
858,2019-10-18,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2938.1413
859,2019-10-25,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2954.9327
860,2019-11-01,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2958.1992
861,2019-11-08,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2964.1849
862,2019-11-15,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2891.3431
863,2019-11-22,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2885.2884
864,2019-11-29,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2871.9813
865,2019-12-06,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2912.0136
866,2019-12-13,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2967.6764
867,2019-12-20,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3004.9376
868,2019-12-27,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3005.0355
869,2020-01-03,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3083.7858
870,2020-01-10,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3092.2907
871,2020-01-17,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3075.4955
872,2020-01-24,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
873,2020-01-31,,,-1.0,1.0,-1.0,,,-1.0,-1.0,
874,2020-02-07,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2875.9636
875,2020-02-14,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2917.0077
876,2020-02-21,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3039.6692
877,2020-02-28,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2880.3038
878,2020-03-06,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3034.5113
879,2020-03-13,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2887.4265
880,2020-03-20,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2745.6182
881,2020-03-27,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2772.2033
882,2020-04-03,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2763.9874
883,2020-04-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,2796.6312
884,2020-04-17,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,2838.4945
885,2020-04-24,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2808.5293
886,2020-05-01,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,
887,2020-05-08,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2895.3444
888,2020-05-15,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2868.4587
889,2020-05-22,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2813.7654
890,2020-05-29,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2852.3512
891,2020-06-05,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2930.7993
892,2020-06-12,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2919.7408
893,2020-06-19,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2967.6341
894,2020-06-26,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,
895,2020-07-03,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,3152.8126
896,2020-07-10,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3383.3222
897,2020-07-17,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3214.1287
898,2020-07-24,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3196.7684
899,2020-07-31,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3310.0065
900,2020-08-07,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3354.0352
901,2020-08-14,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3360.0988
902,2020-08-21,0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,3380.6825
903,2020-08-28,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3403.8066
904,2020-09-04,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,3355.3666
905,2020-09-11,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3260.3461
906,2020-09-18,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3338.0897
907,2020-09-25,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3219.4179
908,2020-10-02,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
909,2020-10-09,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3272.0762
910,2020-10-16,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3336.3582
911,2020-10-23,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3277.9972
912,2020-10-30,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3224.5325
913,2020-11-06,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3312.159
914,2020-11-13,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3310.1046
915,2020-11-20,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3377.7267
916,2020-11-27,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3408.3071
917,2020-12-04,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,3444.5814
918,2020-12-11,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3347.191
919,2020-12-18,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3394.896
920,2020-12-25,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3396.5626
921,2021-01-01,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,
922,2021-01-08,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3570.1082
923,2021-01-15,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3566.3778
924,2021-01-22,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3606.7496
925,2021-01-29,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3483.0692
926,2021-02-05,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3496.3329
927,2021-02-12,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,
928,2021-02-19,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3696.168
929,2021-02-26,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3509.0804
930,2021-03-05,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3501.9867
931,2021-03-12,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3453.0777
932,2021-03-19,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3404.6634
933,2021-03-26,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3418.3267
934,2021-04-02,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3484.3924
935,2021-04-09,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3450.6772
936,2021-04-16,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3426.6178
937,2021-04-23,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3474.166
938,2021-04-30,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3446.8564
939,2021-05-07,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3418.8741
940,2021-05-14,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3490.3762
941,2021-05-21,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3486.5569
942,2021-05-28,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,3600.7844
943,2021-06-04,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3591.8447
944,2021-06-11,0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,3589.7481
945,2021-06-18,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3525.0968
946,2021-06-25,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3607.5618
947,2021-07-02,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3518.7595
948,2021-07-09,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3524.0881
949,2021-07-16,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3539.3038
950,2021-07-23,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3550.3964
951,2021-07-30,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3397.3574
952,2021-08-06,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3458.2277
953,2021-08-13,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3516.2989
954,2021-08-20,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3427.3338
955,2021-08-27,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3522.1567
956,2021-09-03,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3581.7344
957,2021-09-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3703.1103
958,2021-09-17,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3613.9663
959,2021-09-24,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,3613.0673
960,2021-10-01,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,
961,2021-10-08,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3592.1666
962,2021-10-15,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3572.3662
963,2021-10-22,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3582.6036
964,2021-10-29,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3547.3361
965,2021-11-05,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3491.5677
966,2021-11-12,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3539.1002
967,2021-11-19,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3560.3734
968,2021-11-26,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3564.0894
969,2021-12-03,0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,3607.4322
970,2021-12-10,0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,3666.3479
971,2021-12-17,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3632.3638
972,2021-12-24,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3618.0535
973,2021-12-31,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3639.7754
974,2022-01-07,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3579.5427
975,2022-01-14,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3521.2559
976,2022-01-21,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3522.5679
977,2022-01-28,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3361.4397
978,2022-02-04,,,-1.0,-1.0,-1.0,,,-1.0,-1.0,
979,2022-02-11,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,3462.9479
980,2022-02-18,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3490.7573
981,2022-02-25,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,3451.4061
982,2022-03-04,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,3447.649
983,2022-03-11,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,3309.7467
984,2022-03-18,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,3251.0724
985,2022-03-25,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,3212.2399
986,2022-04-01,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3282.7166
987,2022-04-08,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3251.8502
988,2022-04-15,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3211.2448
989,2022-04-22,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3086.9193
990,2022-04-29,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3047.0624
991,2022-05-06,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3001.5605
992,2022-05-13,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3084.2845
993,2022-05-20,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3146.5673
994,2022-05-27,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3130.2394
995,2022-06-03,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,
996,2022-06-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3284.8341
997,2022-06-17,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3316.7857
998,2022-06-24,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3349.747
999,2022-07-01,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3387.6373
1000,2022-07-08,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3356.0778
1001,2022-07-15,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,3228.0609
1002,2022-07-22,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,3269.9739
1003,2022-07-29,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3253.2382
1004,2022-08-05,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3227.0267
1005,2022-08-12,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3276.8877
1006,2022-08-19,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3258.0784
1007,2022-08-26,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3236.2226
1008,2022-09-02,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3186.4781
1009,2022-09-09,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3262.0542
1010,2022-09-16,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3126.3977
1011,2022-09-23,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3088.3695
1012,2022-09-30,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3024.3905
1013,2022-10-07,,,-1.0,0.0,-1.0,,,-1.0,-1.0,
1014,2022-10-14,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3071.9868
1015,2022-10-21,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3038.9291
1016,2022-10-28,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2915.9257
1017,2022-11-04,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3070.7964
1018,2022-11-11,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3087.2926
1019,2022-11-18,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3097.2432
1020,2022-11-25,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3101.6932
1021,2022-12-02,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3156.1442
1022,2022-12-09,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3206.9502
1023,2022-12-16,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3167.8576
1024,2022-12-23,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3045.8664
1025,2022-12-30,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3089.2579
1026,2023-01-06,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3157.6365
1027,2023-01-13,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3195.3059
1028,2023-01-20,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3264.8138
1029,2023-01-27,,,-1.0,0.0,-1.0,,,-1.0,-1.0,
1030,2023-02-03,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3263.4059
1031,2023-02-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3260.6734
1032,2023-02-17,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3224.0243
1033,2023-02-24,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3267.1597
1034,2023-03-03,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3328.3927
1035,2023-03-10,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3230.0766
1036,2023-03-17,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3250.546
1037,2023-03-24,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3265.6537
1038,2023-03-31,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3272.8602
1039,2023-04-07,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3327.6457
1040,2023-04-14,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3338.1525
1041,2023-04-21,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3301.2575
1042,2023-04-28,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3323.2746
1043,2023-05-05,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3334.5028
1044,2023-05-12,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,3272.3619
1045,2023-05-19,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3283.5417
1046,2023-05-26,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3212.5038
1047,2023-06-02,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3230.0686
1048,2023-06-09,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3231.4055
1049,2023-06-16,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3273.3341
1050,2023-06-23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1051,2023-06-30,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3202.0623
1052,2023-07-07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3196.6092
1053,2023-07-14,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3237.7012
1054,2023-07-21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3167.7452
1055,2023-07-28,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3275.9257
1056,2023-08-04,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,3288.0842
1057,2023-08-11,0.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3189.248
1058,2023-08-18,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3131.953
1059,2023-08-25,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3064.0747
1060,2023-09-01,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3133.2467
1061,2023-09-08,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3116.7191
1062,2023-09-15,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3117.7434
1063,2023-09-22,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,3132.4316
1064,2023-09-29,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
1065,2023-10-06,,,-1.0,1.0,-1.0,,,-1.0,-1.0,
1066,2023-10-13,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3088.0991
1067,2023-10-20,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2983.0585
1068,2023-10-27,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3017.7842
1069,2023-11-03,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3030.7977
1070,2023-11-10,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3038.9699
1071,2023-11-17,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3054.3655
1072,2023-11-24,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,3040.9717
1073,2023-12-01,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,3031.6358
1074,2023-12-08,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2969.5594
1075,2023-12-15,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,2942.5568
