date,沪深300-中证1000,沪深300-中证2000,上证50-中证500,上证50-中证1000,中证500-中证1000,沪深300-中证1000_NAV,沪深300-中证2000_NAV,上证50-中证500_NAV,上证50-中证1000_NAV,中证500-中证1000_NAV
2005-01-04,-0.007190000000000141,-0.0013200000000000989,-0.005505948367682034,-0.008562948367682122,-0.0030570000000000874,0.9928099999999999,0.9986799999999999,0.994494051632318,0.9914370516323179,0.9969429999999999
2005-01-05,-0.013896713362955282,-0.0026784273161104544,-0.011659302593006737,-0.018569771118799316,-0.006910468525792579,0.9790132040061242,0.9960051082079467,0.9828989445573915,0.9730262925048085,0.9900536567764907
2005-01-06,-0.001451136252841656,-0.003942215779912939,-0.0017340706560970975,-0.0027301435715360034,-0.0009960729154389059,0.9775925224537803,0.9920786411534955,0.9811945283397256,0.9703697910273911,0.9890674911441444
2005-01-07,-0.005443476172696027,0.0036933825684342114,-0.0016693065340767088,-0.0048828371545515115,-0.0032135306204748026,0.9722710208511973,0.9957427671132477,0.9795566139023678,0.9656316333581081,0.9858890924756365
2005-01-10,-0.0016771908897337262,-0.00216420752455182,0.0026247087947148806,-0.00038327735585719225,-0.003007986150572073,0.9706403367526736,0.9935877731241431,0.9821276647617985,0.9652615286189425,0.9829235517394697
2005-01-11,-0.00016363982886979933,0.003810910446535365,0.0038590712698847174,0.0024127467491379395,-0.0014463245207467779,0.9704815013340733,0.9973742471482917,0.9859177654162397,0.9675904602341858,0.9815019253045694
2005-01-12,0.0017916869025069726,0.00183548620719165,-0.0010111071072059774,0.0014433998462474174,0.0024545069534533948,0.9722203003291389,0.9992049138223406,0.9849208969565066,0.9689870801557182,0.9839110286050573
2005-01-13,-0.0041421320249990234,-0.0014695637931061434,-0.00802262474262394,-0.007882208815617076,0.000140415927006865,0.9681932354877913,0.9977365184590935,0.977019246199056,0.9613493216502957,0.9840491853842311
2005-01-14,0.008329219594175097,-0.004750399925256943,0.00652637227065489,0.010718883643960009,0.004192511373305119,0.9762575295557641,0.9929968709763793,0.9833956375153455,0.9716539131702652,0.9881748227858462
2005-01-17,0.0038173453949233993,-0.0006266846419074046,0.0015489464732252323,0.0038238707606192968,0.0022749242873940645,0.9799842417404732,0.9923745750878763,0.98491886471986,0.9753693921582782,0.9904228456903931
2005-01-18,-0.014255461162087757,-0.0015431817128510605,-0.007125226414778307,-0.014644602228453207,-0.0075193758136749,0.9660141144428839,0.9908431607913023,0.9779010948085446,0.9610854953843121,0.9829754840991977
2005-01-19,-0.0020716288634977653,-0.001375430622127416,-0.002509876517429621,-0.002131105583364934,0.0003787709340646872,0.9640128917208578,0.9894803247662244,0.9754466838143159,0.9590373207190075,0.9833478066414725
2005-01-20,0.0016503204290705398,0.003557630018861002,0.0066852838567270645,0.005702119504408687,-0.0009831643523183775,0.9656038218899521,0.9930005296726849,0.9819678217827177,0.9645058661309351,0.9823810141320521
2005-01-21,0.010576731143894458,0.010090230230284325,0.016735690280897497,0.01625796384900613,-0.00047772643189136765,0.9758167539055991,1.0030201336358766,0.9984017311138808,0.9801867676346462,0.981911704755413
2005-01-24,-0.005821913428612824,-0.002594608425734668,-0.007181234378527135,-0.00892278133654334,-0.0017415469580162046,0.9701356332421707,1.0004176891459635,0.9912319742788247,0.9714407754380691,0.9802016594129557
2005-01-25,0.012200534496818793,0.0030058062291619114,0.007633298542003786,0.011640415983734886,0.004007117441731101,0.9819718065021349,1.0034247508677623,0.9987983438628748,0.9827487501677302,0.9841294425788031
2005-01-26,0.00027263083767947727,2.350868294198616e-05,0.0033205479665625592,-0.00014550931099610587,-0.003466057277558665,0.9822395222983192,1.0034483400620866,1.0021149016725948,0.982605751074211,0.9807183935622931
2005-01-27,0.0018549769273902283,-0.0071035694190911824,0.0012522598087598702,0.0017757104452693628,0.0005234506365094926,0.9840615539493536,0.9963202751199838,1.0033698098877186,0.9843505743699752,0.9812317512296398
2005-01-28,0.021128425748331958,0.01188683519722522,0.018282310175175565,0.025455103348757002,0.007172793173581438,1.0048532254237605,1.0081633700339891,1.0217137279724928,1.0094073199719713,0.9882699236365611
2005-01-31,0.025545794370592567,0.010047572260619253,0.02279551322180895,0.031879611768610205,0.009084098546801256,1.0305229992930627,1.018292964344915,1.0450042167673934,1.041586833449071,0.9972474650137153
2005-02-01,0.020993544327331692,0.010088973764050824,0.01516520584477965,0.024932621487441464,0.009767415642661814,1.0521573295590565,1.0285664953463085,1.0608519208233336,1.0675563237137593,1.006987995503095
2005-02-02,-0.004748782206086322,0.006367986589691066,-0.003617692129926686,-0.005933530043519486,-0.0023158379135927998,1.0471608635544432,1.0351163929952794,1.0570140851783534,1.0612219461938546,1.004655974524576
2005-02-03,0.008861799286672523,-0.003516571612372732,0.005666784076036602,0.008499521397773324,0.0028327373217367224,1.056440592948121,1.0314763320721705,1.0630039557643887,1.070241824833316,1.0075019009991175
2005-02-04,0.007226814265061332,0.009431701277496485,0.011071696014654187,0.01217704733010283,0.0011053513154486438,1.0640752928954285,1.041204908711083,1.074773212424987,1.083274210188967,1.008615544550704
2005-02-16,-0.00807798668819193,5.826061865521481e-05,-0.007764767627090663,-0.01174134287553441,-0.003976575248443748,1.0554797068441852,1.0412655699532114,1.066427848178685,1.0705551162589146,1.004604708941048
2005-02-17,-0.010590588723748406,-0.005797391646400807,-0.011215030264626447,-0.013820833113011965,-0.002605802848385519,1.044301555362736,1.03522894563628,1.0544678275863206,1.055759152658819,1.0019869071289877
2005-02-18,-0.004190549692010048,-0.0013579491734094784,-0.0031506422605984685,-0.005877753104420735,-0.002727110843822267,1.039925357801545,1.0338231573452636,1.0511455766862856,1.049553661021758,0.9992543777691884
2005-02-21,-0.0008747880902455485,0.006720137049503139,0.0031271309767777478,0.00046479843191837844,-0.0026623325448593693,1.0390156434837958,1.040770590647574,1.0544326465802443,1.050041491917615,0.9965940303186602
2005-02-22,-0.012000732811630055,-0.0029953024047029153,-0.011418186375510286,-0.017654271653275266,-0.00623608527776498,1.026546694359243,1.0376531679946632,1.0423929381011685,1.0315037741720912,0.9903791849582816
2005-02-23,-0.019646225544279305,-0.0028504194957066353,-0.021803349087696877,-0.027292884565271014,-0.005489535477574137,1.0063789264701268,1.0346954211748294,1.0196652809851987,1.003351060734971,0.9849424632862022
2005-02-24,-0.0009226932011432432,-0.0008154829132398511,-0.005738104484034778,-0.0030230056411399975,0.002715098842894781,1.005450347476899,1.0338516447384538,1.0138143350641629,1.0003179248183254,0.9876166794285884
2005-02-25,0.004079223933529663,-0.0005721281835084913,0.0016400643124729886,0.004154686906434613,0.002514622593961624,1.0095518045983025,1.0332601490749322,1.0154770557745751,1.00447393260284,0.9901001626448529
2005-02-28,-0.0035355772274361374,-0.001704854339471762,-0.007753063601633636,-0.008013128094802813,-0.00026006449316917646,1.0059824562280477,1.0314985910259786,1.0076039975751552,0.9964249543130032,0.989842672747868
2005-03-01,-0.005289231481898415,-0.0024460872315784643,-0.0033331297833055773,-0.004414714265851383,-0.0010815844825458054,1.0006615821503289,1.0289754554930788,1.0042455226810596,0.9920260228523472,0.9887720742728622
2005-03-02,0.0016940131097042954,-0.004867893523364919,0.002721439185918939,0.0038196704986191987,0.0010982313127002596,1.0023567159888689,1.0239665125375825,1.0069785157987674,0.9958152353856989,0.9898579747259524
2005-03-03,0.0006175280248073012,0.0028340424097024197,0.0016785819811693248,0.001148093285947338,-0.0005304886952219867,1.0029756993518457,1.0268684770602292,1.0086688117908118,0.9969585241714893,0.9893328662604849
2005-03-04,0.004776638059682314,-0.002386399014988716,0.005435865571693732,0.006158659454453597,0.0007227938827598646,1.0077665512503062,1.0244179591380498,1.0141517998580667,1.0030984522120763,0.9900479500042313
2005-03-07,0.003852648749379073,0.0034348894364393256,0.0011730533098202045,0.0026961608568327744,0.00152310754701257,1.0116491217936467,1.0279367215643918,1.0153414539835504,1.00580296699448,0.9915558995087871
2005-03-08,-0.004559149241995408,-0.007821056148460848,-0.007713966763841729,-0.008486053891659795,-0.0007720871278180663,1.007036862466856,1.0198971707479718,1.0075091437535706,0.9972676688121734,0.9907903319622643
2005-03-09,-0.007297916309190189,-0.0030387395479838375,-0.010924902230704636,-0.01288940848092468,-0.001964506250220044,0.9996875917243034,1.0167979688803432,0.9965022048615219,0.9844134784640338,0.9888439181624669
2005-03-10,0.0061031356464131825,-0.0047300694668525045,0.005597062317293067,0.008604298662747811,0.0030072363454547446,1.005788820700633,1.0119884438537847,1.0020796898014517,0.9928836660403729,0.9918176055331469
2005-03-11,-0.0006899764541241638,-0.0024591783538516765,-0.00108785525715005,-0.002816318205673962,-0.0017284629485239122,1.0050948500965282,1.0094997837783115,1.000989572142818,0.9900873896955871,0.9901032855502891
2005-03-14,0.014770288460391967,-0.00370624421595922,0.0060042189803454216,0.01562112444424657,0.009616905463901149,1.0199403909625084,1.005758331043671,1.0069997327310056,1.0055536680207011,0.999625015246924
2005-03-15,-0.004539751096803046,-0.005275572099665116,-0.005597208078489846,-0.006988280401860392,-0.0013910723233705458,1.0153101154539628,1.0004523804534113,1.0013633456919264,0.9985265770294532,0.9982344645544652
2005-03-16,0.0003904012136823898,0.002922464413121495,0.0003065867489857599,0.0010389060738454914,0.0007323193248597315,1.0157064937553,1.0033761669323091,1.0016703504246356,0.9995639523552254,0.9989654909435993
2005-03-17,0.005339375172855432,-0.0022991264239341502,0.005789177736679085,0.008137686661745303,0.0023485089250662172,1.0211297317909651,1.0010692782737693,1.0074691981168056,1.007698090597868,1.0013115703149134
2005-03-18,0.007287529471784349,0.009883536162959339,0.015258020424300023,0.014746998346993001,-0.0005110220773070218,1.0285712448059072,1.0109633826872158,1.022841183718525,1.0225586126741828,1.0007998779962195
