index,total_amt,tmt_amt,tmt_pct,交通运输_amt,传媒_amt,农林牧渔_amt,医药_amt,商贸零售_amt,国防军工_amt,基础化工_amt,家电_amt,建材_amt,建筑_amt,房地产_amt,有色金属_amt,机械_amt,汽车_amt,消费者服务_amt,煤炭_amt,电力及公用事业_amt,电力设备及新能源_amt,电子_amt,石油石化_amt,纺织服装_amt,综合_amt,综合金融_amt,计算机_amt,轻工制造_amt,通信_amt,钢铁_amt,银行_amt,非银行金融_amt,食品饮料_amt,交通运输_pct,传媒_pct,农林牧渔_pct,医药_pct,商贸零售_pct,国防军工_pct,基础化工_pct,家电_pct,建材_pct,建筑_pct,房地产_pct,有色金属_pct,机械_pct,汽车_pct,消费者服务_pct,煤炭_pct,电力及公用事业_pct,电力设备及新能源_pct,电子_pct,石油石化_pct,纺织服装_pct,综合_pct,综合金融_pct,计算机_pct,轻工制造_pct,通信_pct,钢铁_pct,银行_pct,非银行金融_pct,食品饮料_pct
2018-01-02,434773983232.0,81297989632.0,18.69890857489937,12772100096.0,8791029760.0,5435793408.0,24596455424.0,5611401216.0,5321806336.0,28530853888.0,9201117184.0,15951966208.0,11598198784.0,23455371264.0,29003884544.0,24336896000.0,14560820224.0,2121145344.0,10786878464.0,16023624704.0,16674537472.0,37810593792.0,9649075200.0,2967955200.0,904312832.0,457598528.0,19330938880.0,6715193856.0,15365429248.0,13465491456.0,22198333440.0,25551839232.0,15583329280.0,2.9376413006720026,2.021976957924139,1.2502572871522082,5.657296980181785,1.2906478842837514,1.2240397404736676,6.562226579407728,2.1162989366569773,3.669025016036404,2.6676386424463394,5.3948424166595,6.671025788708065,5.5975971283023105,3.349055091971819,0.48787310782304427,2.4810312668235275,3.685506797091312,3.8352197038207523,8.696609100417094,2.2193313243518418,0.6826432386632177,0.20799607770399844,0.10524974944414293,4.446204148716233,1.544525228046293,3.534118838891251,3.097124477389594,5.105717981325193,5.877039615400646,3.5842368405205542
2018-01-03,518758498304.0,104214069248.0,20.08913002653675,16883818496.0,10945522688.0,5739247616.0,30284554240.0,7654255616.0,6739982848.0,31254421504.0,11259504640.0,19063629824.0,16093816832.0,24341676032.0,37468430336.0,25687201792.0,18708174848.0,3222166784.0,10360824832.0,22871189504.0,20836589568.0,43721318400.0,7926541312.0,3431059712.0,1225044096.0,502924032.0,25669181440.0,6902269952.0,23878043648.0,15862412288.0,18464989184.0,34829381632.0,16930325504.0,3.2546586805226347,2.1099457114986415,1.1063428618063271,5.837890721599863,1.4754949829302835,1.2992525173149592,6.02485002292617,2.170471361300334,3.6748563900785363,3.1023716979319325,4.692294412830115,7.222711619857253,4.951668623450083,3.60633607144046,0.6211304093396777,1.9972347182500336,4.40883177408636,4.016626163450233,8.428067885719468,1.5279829319258558,0.6613982659016314,0.23614921008621365,0.09694762276555116,4.948194877562755,1.330536265828106,4.602920959572815,3.0577643238346326,3.559457675270555,6.713987673622548,3.2636237400160306
2018-01-04,484151328768.0,93003857920.0,19.209666976782465,14320241664.0,9709475840.0,4813633024.0,27941492736.0,8719710208.0,7700129280.0,29876850688.0,9830606848.0,18167486464.0,14477508608.0,17692522496.0,33296334848.0,24796059648.0,15504468992.0,2679682304.0,10416374784.0,22044669952.0,19855095808.0,44989390848.0,15205457920.0,3070989056.0,1346704512.0,365192064.0,21647396864.0,5992285696.0,16657594368.0,18627422208.0,17604216832.0,23631429632.0,23170891776.0,2.9578028217830425,2.005463016017596,0.9942414154369985,5.771231240261504,1.8010299032306054,1.5904385307780118,6.1709736011726735,2.0304822612003446,3.752439657705796,2.9902858358026863,3.654337279424893,6.8772577641639066,5.1215515014897335,3.2024014126850764,0.5534803159208252,2.151470865629166,4.553260239540427,4.101010289184674,9.292423293039938,3.140641575577765,0.6343035479866636,0.27815776431449724,0.07542932184639238,4.47120467872829,1.2376885779180495,3.4405759889966423,3.8474380015439467,3.636098010264007,4.8810006764070915,4.785877968147276
2018-01-05,483594829824.0,94518099968.0,19.544894638844468,15179607040.0,9603481600.0,7384950784.0,27176697856.0,8347226112.0,6602159104.0,29227057152.0,10408728576.0,18963402752.0,18100871168.0,40868941824.0,30277435392.0,23998048256.0,13564882944.0,2126160256.0,8409351680.0,17241536512.0,18341269504.0,41755660288.0,11719656448.0,2851071744.0,1358286336.0,430492928.0,27430602752.0,6196696576.0,15728352256.0,15506176000.0,14052638720.0,23847106560.0,16896271360.0,3.138910117282371,1.9858528271476974,1.5270946520846154,5.619724649639186,1.7260784436090637,1.3652253284847558,6.043707531496341,2.152365561846094,3.921341086070246,3.742982772290525,8.451070876600125,6.260909655096851,4.96242862330308,2.8050099189308573,0.43965735877982753,1.7389250590335112,3.5652855342301533,3.792693464211588,8.634430666514072,2.423445356573656,0.5895579456541382,0.280872799342031,0.08901934045834899,5.672228291188126,1.281381891170183,3.252382218752048,3.206439573732278,2.9058703388359906,4.931216193663389,3.4938899917828414
2018-01-08,544153436160.0,99528589312.0,18.29053768627405,19081080832.0,11295679488.0,8273550848.0,29832531968.0,7302171136.0,6459186176.0,31821160448.0,11754624000.0,18598496256.0,17125004288.0,43690864640.0,38380199936.0,26044805120.0,18805196800.0,2877317888.0,16926993408.0,15856535552.0,19802138624.0,43121213440.0,10372153344.0,2827282432.0,1241409920.0,610734336.0,27132911616.0,7468173312.0,17978791936.0,18724751360.0,16153938944.0,36619210752.0,17975326720.0,3.5065625913624663,2.075826180150901,1.5204444736001426,5.482375004102372,1.3419323761934139,1.1870156001552428,5.847828633143736,2.160167191619779,3.417877205232128,3.147091086817038,8.029144306855644,7.053194445824447,4.786298016198123,3.4558629148251154,0.5287695890160599,3.110702291517438,2.9139824355235033,3.639072604914597,7.924458539543407,1.906108214108608,0.5195744883927703,0.2281360067778718,0.1122356849034806,4.986261192701902,1.3724388776631924,3.303993091153358,3.441079319858282,2.9686367613509255,6.729574476349108,3.30335628253106
2018-01-09,467686064128.0,89180471296.0,19.068447434343987,13474638848.0,10153079808.0,5847411200.0,36317618176.0,6880089600.0,7148779008.0,28365232128.0,12128943104.0,13536370688.0,13337691136.0,28397742080.0,31438311424.0,23080443904.0,17004780544.0,2601394176.0,9679422464.0,15367592960.0,17014848512.0,42351648768.0,8622565376.0,3066941696.0,1094091776.0,430563872.0,20591319040.0,6722254848.0,16084422656.0,14452333568.0,12772015104.0,26176796672.0,23546722304.0,2.881129005441598,2.1709177558947372,1.2502855330749463,7.765383867854636,1.4710914281416354,1.5285422329888936,6.065015467349221,2.5933941663655076,2.894328423755483,2.851847031377363,6.071966701198923,6.722097114998858,4.935029216026236,3.6359391156342,0.5562265749462293,2.0696409849301944,3.2858778866231253,3.638091834898729,9.055572106251358,1.8436652355842076,0.6557693143408727,0.23393721983996518,0.09206258322081624,4.402807913122767,1.4373434155096398,3.4391494401248375,3.090178364614382,2.73089494933175,5.59708716589762,5.0347282311913295
2018-01-10,499882164224.0,106527277056.0,21.310477684549777,12971125760.0,10176466944.0,5528673280.0,31225364480.0,7323024896.0,7505488384.0,28088440832.0,13817730048.0,15082524672.0,15373689856.0,25706235904.0,32077608960.0,23811100672.0,16616005632.0,2719494912.0,8415814144.0,18060494848.0,18422378496.0,46641422336.0,11960032256.0,3017815808.0,1224432512.0,516105632.0,33011503104.0,6441138688.0,16697884672.0,14687693824.0,28057909248.0,24173535232.0,20531013632.0,2.594836681187842,2.035773162620755,1.105995307630654,6.246545028961614,1.4649502262934333,1.501451526211435,5.619012407774847,2.764197452303619,3.0172160063789426,3.075462770284191,5.14245911212005,6.417034104386618,4.7633427187712405,3.3239844949847575,0.5440271941331716,1.6835595959028509,3.612950439237314,3.685344229994337,9.330483396703011,2.3925703119586883,0.6037054377974767,0.2449442287865516,0.10324545841742219,6.6038569620194245,1.288531407796676,3.3403641632065884,2.938231222312297,5.612904651550459,4.835846717901242,4.107170669686054
2018-01-11,462943518720.0,126760280064.0,27.381370499468606,10739644416.0,13085365248.0,5403689472.0,26150817792.0,7937417216.0,6086112256.0,24939034624.0,10136743936.0,16998478848.0,11691906048.0,23033479168.0,29286234112.0,21273040896.0,13416504320.0,2755999488.0,7550498816.0,15314832384.0,16012311552.0,41319075840.0,6553494528.0,2261268992.0,1489842560.0,486067104.0,50789531648.0,6419658240.0,21566306304.0,11879237632.0,18511966208.0,23749885952.0,16105090048.0,2.3198606269927304,2.826557607757408,1.1672459497739052,5.64881389079705,1.7145541291832518,1.3146554622532767,5.387057732864333,2.1896286536265257,3.6718256462471643,2.5255577786955823,4.9754404666222865,6.3260922613138595,4.595169828668986,2.8980866514981156,0.5953208926264066,1.6309762445484703,3.3081427354991875,3.4588045635183957,8.92529523995579,1.4156142732314005,0.488454617153345,0.32181950923933217,0.10499490420428279,10.970999613177176,1.3867044208221808,4.6585178173849435,2.566023100365482,3.9987526467989087,5.13019083141426,3.478845560367542
2018-01-12,445329932288.0,104483405824.0,23.462021806436624,10325521408.0,12378819584.0,5013782016.0,30215602176.0,7177691136.0,6411930112.0,23106617344.0,10437150720.0,12456931328.0,11168475136.0,30854768640.0,25181368320.0,19703896064.0,16193256448.0,2136078080.0,6560248832.0,15633424384.0,16979466240.0,39429668864.0,6660186624.0,2570678784.0,1200859008.0,582912896.0,37474209792.0,7551854080.0,15200708608.0,14624443392.0,15894279168.0,25786413056.0,16418684928.0,2.318622814089749,2.779696285044338,1.1258578533538879,6.784992425898563,1.6117693008243839,1.4398156618525546,5.18865130517584,2.343689467801184,2.7972364812756307,2.507910276459301,6.928518925614428,5.654542058429371,4.424561350000894,3.6362380504725724,0.47966191471238756,1.4731210180045593,3.5105262975877594,3.812783513734079,8.854035178237329,1.4955623103485396,0.5772526384634555,0.2696560282463544,0.1308946140236142,8.414931733752178,1.6957885676357656,3.4133588393446517,3.2839569792362857,3.5691019209822588,5.790406434958347,3.6868586047303573
2018-01-15,568501075968.0,124082708480.0,21.826292636073113,13054998528.0,13226555392.0,5469841408.0,39652515840.0,9699374080.0,8977432576.0,29205719040.0,14392651776.0,12045410304.0,14919029760.0,34043957248.0,35708796928.0,26333661184.0,17529102336.0,3360545792.0,8211064320.0,16706718720.0,22029328384.0,54325501952.0,9803697152.0,3006806784.0,1307073280.0,634434176.0,35388096512.0,9518255104.0,21142556672.0,15828008960.0,30232553472.0,40080334848.0,22667028480.0,2.296389414174978,2.326566465943593,0.9621514609601,6.974923622173051,1.706131173715837,1.5791408240897198,5.137319923321296,2.531684175178261,2.1188016721850524,2.6242746743437593,5.9883716473240725,6.281218881986776,4.63212160841755,3.0833894740045635,0.5911239105885456,1.4443357571520563,2.938731240139358,3.8749844662105786,9.555918932870744,1.72448172332955,0.5289008079501415,0.22991570909068482,0.11159770892600937,6.224807306080092,1.6742721353329098,3.7190002914242646,2.784165172079803,5.317941293342731,7.050177482910526,3.9871566542603856
2018-01-16,516685660160.0,104576630784.0,20.239894165364717,15133964288.0,10860802048.0,7950046208.0,33969240064.0,9361249280.0,6780567552.0,25158146048.0,13291965440.0,12760888320.0,13892200448.0,45914415104.0,25914554368.0,24465602560.0,16758835200.0,3154888960.0,6505491968.0,15706211328.0,16038443008.0,44511657984.0,9362060288.0,3337174528.0,924346624.0,401205376.0,28122771456.0,8740933632.0,21081395200.0,10185857024.0,26794911744.0,33636771840.0,25969055744.0,2.929046701879345,2.1020134455902606,1.538662057224143,6.574449937991482,1.8117880951256011,1.3123196703195301,4.869139592573438,2.5725439014281775,2.469758559981786,2.6887141485014423,8.886334312003523,5.015535821136422,4.735103844845208,3.2435262853647533,0.6106012229994999,1.2590811918382774,3.0398001220193183,3.1041006640349647,8.614842914397169,1.8119450586456933,0.6458810037357318,0.17889922157192464,0.07764979888850802,5.4429169656636756,1.6917314154399465,4.080120046968559,1.9713837269735308,5.1859213076868675,6.510103614949142,5.026084086784655
2018-01-17,590283145216.0,116871544832.0,19.799234618029566,16346996736.0,13471664128.0,8904984576.0,30069508096.0,10564670464.0,6755479552.0,27567071232.0,13722242048.0,12977562624.0,19990120448.0,43444690944.0,27493681152.0,26037100544.0,17076305920.0,2626492160.0,7320444416.0,18145937408.0,19479429120.0,49730609152.0,9758182400.0,3337158400.0,926688000.0,611230784.0,29247657984.0,6986299904.0,24421611520.0,11672174592.0,43069968384.0,62005551104.0,26521626624.0,2.7693483828033423,2.2822376408986518,1.5085954339322079,5.09408210952674,1.7897631923971185,1.144447305797287,4.670143719233672,2.324688102517085,2.198531794305455,3.3865307878111777,7.359974835144997,4.6577106893234,4.410951041888947,2.892900815209849,0.44495462580739925,1.2401581300989475,3.0741073254530975,3.3000144554139297,8.424873648357734,1.6531358686227144,0.5653487528902501,0.15699042188658474,0.10354874418383311,4.954852297755769,1.183550633390274,4.137270684065271,1.9773857150755758,7.296493002225157,10.504374317059408,4.493034713755048
2018-01-18,468799553536.0,77995139072.0,16.63720421312445,11917136896.0,9570912256.0,5576780800.0,25667739648.0,7178169856.0,4352599552.0,27949236224.0,9587649536.0,11089156096.0,24558053376.0,25845432320.0,17803526144.0,21786300416.0,14624962560.0,2360467200.0,6139933696.0,13783563264.0,14153141248.0,32490215424.0,8123909120.0,2557273344.0,826544512.0,469073824.0,20150433792.0,7790086656.0,15783576576.0,14519905280.0,41900990464.0,47619977216.0,22622795776.0,2.5420538066030516,2.041578790724047,1.1895874810323914,5.475205651199266,1.531181035019645,0.9284564200562438,5.961873473041549,2.0451490330320348,2.3654365735543394,5.238497603243588,5.513109414259559,3.7976841082108312,4.64725280808677,3.1196622201725117,0.5035131075095478,1.3097140664253006,2.9401826772306285,3.019017646507454,6.930513303380314,1.732917418270568,0.5454939802547448,0.1763108573303127,0.10005850484752625,4.298304817061352,1.6617094869741136,3.366807083528493,3.0972523694788436,8.937933099115536,10.157854643166415,4.825686288598983
2018-01-19,521338290176.0,85031845888.0,16.310301293866956,14852180992.0,9804991488.0,5761654784.0,26923640832.0,8288589824.0,8233543168.0,27576129536.0,10203220992.0,11344197632.0,20281348096.0,29549828096.0,18805624832.0,22933325824.0,14147080192.0,2396237312.0,7656631808.0,14136675328.0,15444764672.0,37583134720.0,8972114944.0,3159632896.0,1242781440.0,662510272.0,22408314880.0,9672249344.0,15235405824.0,17100277760.0,56113188864.0,60743311360.0,20105719808.0,2.8488567350359038,1.8807349609195032,1.10516624091718,5.164332131236855,1.5898678420880676,1.57930912099712,5.289488621043066,1.9571209681444015,2.175976299030382,3.890247173126909,5.6680717017781665,3.607182742255774,4.398933716581201,2.7136085069109446,0.4596319428582634,1.4686494263475596,2.711612707984208,2.9625226005912513,7.208972643715121,1.7209775520173436,0.6060619286055761,0.23838292015352375,0.12707876718135194,4.298229250039378,1.8552731549287735,2.922364635610524,3.2800732426975716,10.763297060926908,11.651419530204372,3.8565592028953897
2018-01-22,500505116672.0,97394073600.0,19.459156431326964,14431718400.0,15105911808.0,5188544000.0,28077178880.0,8892039168.0,7033691648.0,24572305408.0,15999826944.0,9441451008.0,17355722752.0,21142638592.0,21068507136.0,20852144128.0,15705079808.0,2993659648.0,7784074240.0,15939747840.0,15507286016.0,38186102784.0,8106177024.0,2795811328.0,1214408320.0,528000192.0,27419985920.0,7677040640.0,16682074112.0,18128549888.0,46264299520.0,43308085248.0,23103066112.0,2.8834307421191965,3.0181333426606063,1.0366615299559965,5.609768600707441,1.7766130398677404,1.4053186298611697,4.909501339644279,3.1967359395618913,1.886384513065296,3.4676414234090367,4.22426022986206,4.20944890155978,4.166219971266587,3.137846004937475,0.598127681072611,1.5552436889673595,3.184732245294092,3.0983271697824644,7.6295129684008405,1.6195992316522683,0.5585979513236827,0.24263654447230112,0.10549346538369529,5.478462658348677,1.5338585729246512,3.33304766651015,3.6220508610465068,9.243521790071679,8.652875626121007,4.615950035759638
