month,沪深300-中证1000,沪深300-中证2000,上证50-中证500,上证50-中证1000,中证500-中证1000,沪深300-中证1000_NAV,沪深300-中证2000_NAV,上证50-中证500_NAV,上证50-中证1000_NAV,中证500-中证1000_NAV
2005-01-31,0.03052299929306268,0.018292964344915008,0.04500421676739341,0.04158683344907099,-0.0027525349862846937,1.0305229992930627,1.018292964344915,1.0450042167673934,1.041586833449071,0.9972474650137153
2005-02-28,-0.023813678182679765,0.012968396270476745,-0.03578953902016968,-0.0433587269786434,-0.007425230472503985,1.0059824562280477,1.0314985910259784,1.007603997575155,0.996424954313003,0.9898426727478681
2005-03-31,0.05593298044165551,-0.007517440124567454,0.04148603759459779,0.06668289924950321,0.024571786805823503,1.0622500532768997,1.023744362129365,1.0494054948990248,1.0628694591511478,1.0141648758739352
2005-04-30,0.08270968245920729,-5.767711530424435e-05,0.046814559623693075,0.0849689688675408,0.03702869228109962,1.1501084178757082,1.0236853155077483,1.0985329510094064,1.1531803811360217,1.0517180749849708
2005-05-31,-0.05242113764989764,0.003110321814457695,-0.016854333810951805,-0.045042422000456606,-0.028355351603650658,1.0898184261899397,1.0268693062757122,1.0800179099507639,1.1012383437662456,1.0218962391808573
2005-06-30,0.018030290135841343,0.050362510881714284,0.04343929657170942,0.028177811820800924,-0.014412793476224817,1.1094681686095302,1.0785850228871212,1.1269331282438728,1.1322688305867414,1.0071678597314127
2005-07-31,0.08887562384541114,0.06028867844771035,0.10073437612455649,0.11831691489270679,0.01654199733960504,1.208072844231328,1.1436114885104791,1.2404540338516141,1.2662353854509376,1.0238284277876253
2005-08-31,-0.11508925357409905,-0.049941619716795116,-0.0899812273055891,-0.1235948202901298,-0.036579955434411726,1.0690366423256057,1.0864976784475309,1.1288364574694771,1.1097352505411258,0.9863768295266702
2005-09-30,-0.037914349274398074,-0.032736994769973715,-0.058289332716178976,-0.05533434951873473,0.003609844728792444,1.0285048136813428,1.0509290096306054,1.063037333617886,1.0483287723144226,0.98993749672534
2005-10-31,0.021453625528027098,-0.009840406305507421,0.0017514485301566296,0.022289840997000043,0.02087744972882777,1.0505699708078355,1.0405874411775957,1.0648991887933528,1.0716958539618913,1.0106048670479049
2005-11-30,-0.03632354847591357,0.004214055407145034,-0.0015983957220211398,-0.0334875212816933,-0.03168215632109439,1.012409541545858,1.0449725343106975,1.0631970584856016,1.0358074162448399,0.9785867256712343
2005-12-31,0.05102769454240663,0.05050729784458641,0.010137547654973433,0.042328306133770255,0.03206744178595389,1.064070466383678,1.0977512733405401,1.073975269332627,1.079651389655281,1.0099674985292038
2006-01-31,0.0369956597526655,0.024004934351506524,-0.04552964061367282,0.008680599410382683,0.056797863553402994,1.1034364553108686,1.1241027205913625,1.02507756129194,1.0890234108717416,1.0673314947040373
2006-02-28,-0.004168419381950672,0.034975734221447397,0.045730037745866925,0.006197221688537757,-0.03798508467468886,1.0988368694037998,1.163419038584372,1.0719543968622618,1.0957723303729212,1.0267888175017423
2006-03-31,0.013916385141652832,-0.011913877053992827,-0.051938899779883196,-0.010366769440448786,0.04362302957499242,1.114128706486271,1.1495582071964032,1.0162782648750277,1.084412711264722,1.0715804564548923
2006-04-30,0.05576358860454733,-0.03939181234365796,-0.03917265874855824,0.04925226624555612,0.09155223438438265,1.176256521327288,1.1042750260204106,0.9764679432115013,1.1378224948399973,1.1696860415659744
2006-05-31,-0.08329240414181271,-0.03320460718511309,-0.09308690393469088,-0.12134681166195094,-0.031017088392761405,1.0782832877784527,1.0676080075570724,0.8855715655864671,0.999751362853917,1.1334057862229434
2006-06-30,-0.06672409151340475,-0.05790747608298863,-0.03760537207392334,-0.06629096705228787,-0.029733445388949842,1.0063358150073483,1.0057855223934542,0.8522693173645012,0.933476878198488,1.0997057271747637
2006-07-31,-0.05461066096448508,-0.030665020728714798,-0.03765054307206084,-0.05871607850213101,-0.02166318770233744,0.9513791509975632,0.9749430885006177,0.8201809147220731,0.8786667765382614,1.0758825955896414
2006-08-31,0.011240126062330713,0.037805848254506724,-0.012775864278795623,0.0036737343774282394,0.016933454610579268,0.962072772587849,1.0118016389612523,0.8097023946715255,0.8818947648815341,1.0941010046883708
2006-09-30,-0.008060115811622692,-0.004477944175752868,0.014773050657502118,0.006633280420268006,-0.007962265925827383,0.954318354621582,1.0072708477050485,0.8216641691655087,0.8877446201581596,1.085389481539327
2006-10-31,0.053926399208895415,0.037205897994960546,0.07559006139661029,0.08056472215339716,0.00465732149407283,1.0057813071852817,1.04474726411806,0.8837738141601242,0.9592655188243748,1.0904444893011407
2006-11-30,0.1487921321314123,0.11133050196468375,0.13027521664531005,0.17038909862759688,0.03522009381577407,1.1554336523392987,1.1610595014585536,0.9989076392652864,1.1227139059213942,1.1288500465152207
2006-12-31,0.1398657391352487,0.08481338233395364,0.19200351188881437,0.21247072670676004,0.017773416917082452,1.3170392341454746,1.2595328848682275,1.1907014140567862,1.3612577453962977,1.1489135690288037
2007-01-31,-0.052217527038731504,-0.07623280892631146,-0.08880538548605998,-0.07961612690671738,0.009446427131683865,1.248266702325413,1.163515155119662,1.0849607159826766,1.252879675986074,1.159766697339237
2007-02-28,-0.11350389111911507,-0.05180342341485611,-0.1305315524178977,-0.15178994229772813,-0.0238368140149553,1.1065835744570525,1.1032410868893963,0.943339109413024,1.0627051422621516,1.1321215542740228
2007-03-31,-0.12355229175294047,-0.007919361024771532,-0.0664161248311369,-0.12602786732629556,-0.0633239720203781,0.969862637816723,1.0945041224249579,0.8806861813641551,0.9287746795861651,1.0604311206475077
2007-04-30,-0.0450852564106109,-0.08292114251444416,-0.10081293529818458,-0.10199731470367668,-0.001924051658430348,0.9261361321076846,1.0037465901067113,0.7919016223442853,0.8340421563036086,1.0583907963911747
2007-05-31,0.029551081822229763,-0.042735333364664396,-0.03213879964176369,-0.007955757119008866,0.02578359263635921,0.9535044567261223,0.9608511449648558,0.7664508547677746,0.8274067194810426,1.0856799135353965
2007-06-30,0.17283674660649662,0.09777625016819025,0.1602303910087577,0.20755201408995183,0.03999022627095683,1.1183050649014603,1.0547995668893315,0.8892595749162118,0.9991366505808927,1.12909649893551
2007-07-31,-0.07206322906914342,0.005824224377604548,-0.058124594868034674,-0.09121109104613956,-0.034700425654141775,1.037716390840283,1.060942956240295,0.8375717223916862,0.908004306577224,1.0899163698178465
2007-08-31,0.05138838932815237,0.04506677638738599,0.09770233294522135,0.08198365429021526,-0.013710445602965526,1.0910429647449886,1.1087562352089486,0.9194044336783013,0.9824458177416777,1.0749731307176773
2007-09-30,0.036448405553449525,0.04352795617285499,-0.001786347204426053,0.02054441398776108,0.022464613950930135,1.130809741200252,1.1570181280215035,0.9177620581384631,1.0026295913419072,1.0991219871068727
2007-10-31,0.15829168365354285,0.042684033966124524,0.19315061196508188,0.21916689603437844,0.02231387778638072,1.309807519026667,1.2064043290973951,1.0950283613062404,1.2223728067485304,1.1236476607994994
2007-11-30,-0.10614945712657653,-0.05523703290553017,-0.07545190705515048,-0.10068597169274884,-0.026825578168145015,1.1707721619416782,1.1397661334736682,1.0124063831662082,1.099297012930262,1.093505162641269
2007-12-31,-0.06412056721595971,-0.08580062610612627,-0.09305752958634339,-0.09593823746926877,-0.002713949294886886,1.0957015868373223,1.0419734856070688,0.9181943462113159,0.9938323950545006,1.0905374450761636
2008-01-31,-0.08132206978904188,-0.06108899777573318,-0.12830826011302843,-0.12325391983933964,0.005565457445343203,1.0065968659245736,0.9783203696624456,0.8003824272033223,0.8713386567007143,1.0966067848192882
2008-02-29,-0.0833255765781149,-0.07588904197432345,-0.08660216731068315,-0.10138493290923789,-0.015894661914251373,0.9227216016896851,0.9040765740647967,0.7310675743301295,0.7829980454498869,1.0791765907217115
2008-03-31,-0.030689378831933234,0.018287746860873977,0.008333007298748418,-0.03004495376737626,-0.03755369877451131,0.8944038488990221,0.9206100975941399,0.7371595657629008,0.7594729053743992,1.0386495181092443
2008-04-30,0.11707044890639762,0.010969547741187968,0.1340136720305547,0.17954658550887803,0.040668594846656525,0.9991121089932404,0.9307087740107185,0.8359490260432363,0.8958336723208797,1.0808899345489043
